title,genre,link
Carnival Phantasm,"['Comedy', 'Parody', 'Supernatural']",https://myanimelist.net/anime/10012/Carnival_Phantasm
Sayonara Zetsubou Sensei,"['Comedy', 'Parody', 'School', 'Shounen']",https://myanimelist.net/anime/2605/Sayonara_Zetsubou_Sensei
Mobile Suit Gundam Thunderbolt,"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']",https://myanimelist.net/anime/31973/Mobile_Suit_Gundam_Thunderbolt
Mahou Shoujo Lyrical Nanoha: The Movie 1st,"['Action', 'Magic', 'Comedy', 'Sci-Fi', 'Drama']",https://myanimelist.net/anime/4985/Mahou_Shoujo_Lyrical_Nanoha__The_Movie_1st
Macross F,"['Action', 'Space', 'Mecha', 'Romance', 'Military', 'Music', 'Sci-Fi']",https://myanimelist.net/anime/3572/Macross_F
Kara no Kyoukai 4: Garan no Dou,"['Action', 'Mystery', 'Supernatural', 'Thriller']",https://myanimelist.net/anime/4280/Kara_no_Kyoukai_4__Garan_no_Dou
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,"['Comedy', 'Drama', 'Shoujo']",https://myanimelist.net/anime/429/Kaleido_Star__Legend_of_Phoenix_-_Layla_Hamilton_Monogatari
Isekai no Seikishi Monogatari,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Mecha', 'School']",https://myanimelist.net/anime/5781/Isekai_no_Seikishi_Monogatari
Coquelicot-zaka kara,"['Historical', 'Romance', 'School', 'Shoujo']",https://myanimelist.net/anime/10029/Coquelicot-zaka_kara
Xiao Lu He Xiao Lan,"['Game', 'Sci-Fi', 'Slice of Life', 'Comedy', 'Drama', 'Magic', 'School', 'Shounen Ai']",https://myanimelist.net/anime/38250/Xiao_Lu_He_Xiao_Lan
Kuroko no Basket: Tip Off,"['Sports', 'Comedy', 'School', 'Shounen']",https://myanimelist.net/anime/16916/Kuroko_no_Basket__Tip_Off
Hidamari Sketch x ☆☆☆,"['Slice of Life', 'Comedy', 'School', 'Seinen']",https://myanimelist.net/anime/7062/Hidamari_Sketch_x_%E2%98%86%E2%98%86%E2%98%86
Flanders no Inu (Movie),"['Drama', 'Historical']",https://myanimelist.net/anime/2623/Flanders_no_Inu_Movie
Ergo Proxy,"['Psychological', 'Mystery', 'Sci-Fi']",https://myanimelist.net/anime/790/Ergo_Proxy
Durarara!! Specials,"['Action', 'Comedy', 'Supernatural']",https://myanimelist.net/anime/8408/Durarara_Specials
Detective Conan Movie 02: The Fourteenth Target,"['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']",https://myanimelist.net/anime/780/Detective_Conan_Movie_02__The_Fourteenth_Target
Aoki Hagane no Arpeggio: Ars Nova Cadenza,"['Action', 'Sci-Fi', 'Seinen']",https://myanimelist.net/anime/24921/Aoki_Hagane_no_Arpeggio__Ars_Nova_Cadenza
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,"['Game', 'Psychological', 'Thriller', 'Seinen']",https://myanimelist.net/anime/658/Touhai_Densetsu_Akagi__Yami_ni_Maiorita_Tensai
Terra e... (TV),"['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']",https://myanimelist.net/anime/2158/Terra_e_TV
Tennis no Ouji-sama,"['Action', 'Comedy', 'Sports', 'School', 'Shounen']",https://myanimelist.net/anime/22/Tennis_no_Ouji-sama
Sekaiichi Hatsukoi,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']",https://myanimelist.net/anime/9926/Sekaiichi_Hatsukoi
Seitokai Yakuindomo* OVA,"['Slice of Life', 'Comedy', 'School', 'Shounen']",https://myanimelist.net/anime/26123/Seitokai_Yakuindomo_OVA
Kyoukai no Kanata Movie: I'll Be Here - Kako-hen - Yakusoku no Kizuna,['Music'],https://myanimelist.net/anime/30745/Kyoukai_no_Kanata_Movie__Ill_Be_Here_-_Kako-hen_-_Yakusoku_no_Kizuna
Junjou Romantica OVA,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']",https://myanimelist.net/anime/13767/Junjou_Romantica_OVA
Igano Kabamaru,"['Action', 'Adventure', 'Comedy', 'Romance', 'School', 'Shounen']",https://myanimelist.net/anime/2762/Igano_Kabamaru
IDOLiSH7,['Music'],https://myanimelist.net/anime/33899/IDOLiSH7
Hokuto no Ken,"['Action', 'Drama', 'Martial Arts', 'Sci-Fi', 'Shounen']",https://myanimelist.net/anime/967/Hokuto_no_Ken
High☆Speed!: Free! Starting Days,"['Comedy', 'Drama', 'School', 'Slice of Life', 'Sports']",https://myanimelist.net/anime/30415/High%E2%98%86Speed__Free_Starting_Days
Hidamari Sketch x Honeycomb,"['Slice of Life', 'Comedy', 'School', 'Seinen']",https://myanimelist.net/anime/11239/Hidamari_Sketch_x_Honeycomb
Fairy Tail (2014),"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']",https://myanimelist.net/anime/22043/Fairy_Tail_2014
There She Is!!,"['Comedy', 'Romance']",https://myanimelist.net/anime/6505/There_She_Is
Tanaka-kun wa Itsumo Kedaruge,"['Slice of Life', 'Comedy', 'School']",https://myanimelist.net/anime/32093/Tanaka-kun_wa_Itsumo_Kedaruge
Tentai Senshi Sunred 2nd Season,"['Comedy', 'Parody', 'Seinen', 'Super Power']",https://myanimelist.net/anime/6582/Tentai_Senshi_Sunred_2nd_Season
Sakigake!! Cromartie Koukou,"['Comedy', 'School', 'Shounen']",https://myanimelist.net/anime/114/Sakigake_Cromartie_Koukou
Mobile Suit Zeta Gundam,"['Military', 'Sci-Fi', 'Space', 'Drama', 'Romance', 'Mecha']",https://myanimelist.net/anime/85/Mobile_Suit_Zeta_Gundam
Junjou Romantica 3,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']",https://myanimelist.net/anime/25649/Junjou_Romantica_3
Bishoujo Senshi Sailor Moon: Sailor Stars,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Romance', 'Shoujo']",https://myanimelist.net/anime/996/Bishoujo_Senshi_Sailor_Moon__Sailor_Stars
Yume-iro Pâtissière,"['Kids', 'School', 'Shoujo']",https://myanimelist.net/anime/6586/Yume-iro_P%C3%A2tissi%C3%A8re
Soul Eater,"['Action', 'Fantasy', 'Comedy', 'Supernatural', 'Shounen']",https://myanimelist.net/anime/3588/Soul_Eater
Shirokuma Cafe,"['Slice of Life', 'Comedy', 'Josei']",https://myanimelist.net/anime/12815/Shirokuma_Cafe
School Rumble,"['Comedy', 'Romance', 'School', 'Shounen']",https://myanimelist.net/anime/24/School_Rumble
Non Non Biyori,"['Comedy', 'School', 'Seinen', 'Slice of Life']",https://myanimelist.net/anime/17549/Non_Non_Biyori
Lupin III vs. Detective Conan: The Movie,"['Action', 'Comedy', 'Mystery', 'Shounen']",https://myanimelist.net/anime/18429/Lupin_III_vs_Detective_Conan__The_Movie
Kekkai Sensen & Beyond,"['Action', 'Comedy', 'Fantasy', 'Shounen', 'Super Power', 'Supernatural', 'Vampire']",https://myanimelist.net/anime/34451/Kekkai_Sensen___Beyond
Jormungand: Perfect Order,"['Action', 'Adventure', 'Seinen']",https://myanimelist.net/anime/13331/Jormungand__Perfect_Order
Hanasaku Iroha,"['Slice of Life', 'Comedy', 'Drama']",https://myanimelist.net/anime/9289/Hanasaku_Iroha
Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,"['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']",https://myanimelist.net/anime/36370/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Seiran_2
Ginga Eiyuu Densetsu Gaiden,"['Action', 'Military', 'Sci-Fi', 'Space']",https://myanimelist.net/anime/3371/Ginga_Eiyuu_Densetsu_Gaiden
Date A Live II: Kurumi Star Festival,"['Slice of Life', 'Romance']",https://myanimelist.net/anime/22961/Date_A_Live_II__Kurumi_Star_Festival
City Hunter,"['Action', 'Comedy', 'Mystery', 'Shounen']",https://myanimelist.net/anime/1470/City_Hunter
Boku no Hero Academia the Movie 2: Heroes:Rising,"['Action', 'Comedy', 'Super Power', 'School', 'Shounen']",https://myanimelist.net/anime/39565/Boku_no_Hero_Academia_the_Movie_2__Heroes_Rising
Beelzebub,"['Action', 'Comedy', 'Demons', 'Supernatural', 'School', 'Shounen']",https://myanimelist.net/anime/9513/Beelzebub
Yakitate!! Japan,"['Comedy', 'Shounen']",https://myanimelist.net/anime/28/Yakitate_Japan
Tong Ling Fei,"['Comedy', 'Historical', 'Drama', 'Romance']",https://myanimelist.net/anime/38917/Tong_Ling_Fei
xxxHOLiC Movie: Manatsu no Yoru no Yume,"['Mystery', 'Comedy', 'Psychological', 'Supernatural', 'Drama']",https://myanimelist.net/anime/793/xxxHOLiC_Movie__Manatsu_no_Yoru_no_Yume
Tiger & Bunny,"['Action', 'Mystery', 'Comedy', 'Super Power']",https://myanimelist.net/anime/9941/Tiger___Bunny
Shijou Saikyou no Deshi Kenichi OVA,"['Action', 'Martial Arts', 'Comedy', 'School', 'Shounen']",https://myanimelist.net/anime/11813/Shijou_Saikyou_no_Deshi_Kenichi_OVA
Plastic Memories,"['Sci-Fi', 'Drama', 'Romance']",https://myanimelist.net/anime/27775/Plastic_Memories
Mini Toji: Yume,"['Action', 'Fantasy']",https://myanimelist.net/anime/40179/Mini_Toji__Yume
Macross F Movie 2: Sayonara no Tsubasa,"['Action', 'Mecha', 'Military', 'Music', 'Romance', 'Sci-Fi', 'Space']",https://myanimelist.net/anime/7222/Macross_F_Movie_2__Sayonara_no_Tsubasa
Macross,"['Action', 'Mecha', 'Military', 'Music', 'Romance', 'Sci-Fi', 'Space']",https://myanimelist.net/anime/1088/Macross
Lupin III: Part 5,"['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",https://myanimelist.net/anime/35857/Lupin_III__Part_5
Haibane Renmei,"['Slice of Life', 'Mystery', 'Psychological', 'Drama', 'Fantasy']",https://myanimelist.net/anime/387/Haibane_Renmei
Jigoku Shoujo Futakomori,"['Mystery', 'Horror', 'Psychological', 'Supernatural']",https://myanimelist.net/anime/1594/Jigoku_Shoujo_Futakomori
ef: A Tale of Memories.,"['Mystery', 'Drama', 'Romance']",https://myanimelist.net/anime/2924/ef__A_Tale_of_Memories
Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,"['Fantasy', 'Romance', 'Shoujo']",https://myanimelist.net/anime/35320/Cardcaptor_Sakura__Clear_Card-hen_Prologue_-_Sakura_to_Futatsu_no_Kuma
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,"['Action', 'Adventure', 'Demons', 'Drama', 'Fantasy', 'Horror', 'Military', 'Seinen', 'Supernatural']",https://myanimelist.net/anime/12113/Berserk__Ougon_Jidai-hen_II_-_Doldrey_Kouryaku
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,"['Drama', 'Fantasy', 'Magic', 'Slice of Life']",https://myanimelist.net/anime/34375/Yuuki_Yuuna_wa_Yuusha_de_Aru__Washio_Sumi_no_Shou_2_-_Tamashii
Yuru Yuri San☆Hai!,"['Comedy', 'School', 'Shoujo Ai', 'Slice of Life']",https://myanimelist.net/anime/30279/Yuru_Yuri_San%E2%98%86Hai
Yagate Kimi ni Naru,"['Romance', 'School', 'Shoujo Ai']",https://myanimelist.net/anime/37786/Yagate_Kimi_ni_Naru
Ushio to Tora (TV) 2nd Season,"['Action', 'Adventure', 'Comedy', 'Demons', 'Supernatural', 'Shounen']",https://myanimelist.net/anime/31098/Ushio_to_Tora_TV_2nd_Season
Takarajima,"['Adventure', 'Mystery', 'Historical', 'Drama']",https://myanimelist.net/anime/2618/Takarajima
Sekaiichi Hatsukoi: Valentine-hen,"['Romance', 'Comedy', 'Shounen Ai']",https://myanimelist.net/anime/20815/Sekaiichi_Hatsukoi__Valentine-hen
Saiunkoku Monogatari,"['Adventure', 'Fantasy', 'Comedy', 'Romance', 'Historical', 'Drama']",https://myanimelist.net/anime/957/Saiunkoku_Monogatari
Ookiku Furikabutte,"['Comedy', 'Seinen', 'Sports']",https://myanimelist.net/anime/2159/Ookiku_Furikabutte
One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Drama', 'Fantasy', 'Shounen']",https://myanimelist.net/anime/36215/One_Piece__Episode_of_East_Blue_-_Luffy_to_4-nin_no_Nakama_no_Daibouken
One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,"['Adventure', 'Comedy', 'Fantasy', 'Shounen']",https://myanimelist.net/anime/25161/One_Piece_3D2Y__Ace_no_shi_wo_Koete_Luffy_Nakama_Tono_Chikai
Mawaru Penguindrum,"['Mystery', 'Comedy', 'Dementia', 'Psychological', 'Drama']",https://myanimelist.net/anime/10721/Mawaru_Penguindrum
Megalo Box,"['Action', 'Sci-Fi', 'Slice of Life', 'Sports', 'Drama']",https://myanimelist.net/anime/36563/Megalo_Box
Kuuchuu Buranko,"['Comedy', 'Psychological', 'Drama', 'Seinen']",https://myanimelist.net/anime/6774/Kuuchuu_Buranko
Kaleido Star,"['Comedy', 'Sports', 'Drama', 'Fantasy', 'Shoujo']",https://myanimelist.net/anime/427/Kaleido_Star
Ie Naki Ko Remy,"['Adventure', 'Slice of Life', 'Historical', 'Drama']",https://myanimelist.net/anime/2829/Ie_Naki_Ko_Remy
Grisaia no Meikyuu: Caprice no Mayu 0,['Drama'],https://myanimelist.net/anime/29093/Grisaia_no_Meikyuu__Caprice_no_Mayu_0
Gintama: Dai Hanseikai,"['Action', 'Comedy', 'Parody', 'Samurai']",https://myanimelist.net/anime/10643/Gintama__Dai_Hanseikai
Drifters,"['Action', 'Adventure', 'Comedy', 'Historical', 'Samurai', 'Fantasy', 'Seinen']",https://myanimelist.net/anime/31339/Drifters
Full Metal Panic! The Second Raid,"['Action', 'Military', 'Mecha']",https://myanimelist.net/anime/73/Full_Metal_Panic_The_Second_Raid
Detective Conan OVA 09: The Stranger in 10 Years...,"['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']",https://myanimelist.net/anime/6438/Detective_Conan_OVA_09__The_Stranger_in_10_Years
Fuichin-san,"['Drama', 'Historical', 'Kids', 'Shoujo']",https://myanimelist.net/anime/23983/Fuichin-san
Aria The Avvenire,"['Fantasy', 'Sci-Fi', 'Shounen', 'Slice of Life']",https://myanimelist.net/anime/29893/Aria_The_Avvenire
Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,"['Music', 'Sports']",https://myanimelist.net/anime/35382/Yuri_on_Ice__Yuri_Plisetsky_GPF_in_Barcelona_EX_-_Welcome_to_The_Madness
Trigun: Badlands Rumble,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Drama', 'Shounen']",https://myanimelist.net/anime/4106/Trigun__Badlands_Rumble
Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,"['Action', 'Comedy', 'Sports']",https://myanimelist.net/anime/2752/Tennis_no_Ouji-sama__Zenkoku_Taikai-hen_-_Semifinal
Tennis no Ouji-sama: Zenkoku Taikai-hen,"['Action', 'Comedy', 'Sports', 'Shounen']",https://myanimelist.net/anime/995/Tennis_no_Ouji-sama__Zenkoku_Taikai-hen
SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi,"['Comedy', 'School', 'Shounen']",https://myanimelist.net/anime/16395/SKET_Dance__Imouto_no_Nayami_ni_Nayamu_Ani_ni_Nayamu_Imouto_to_Sono_Nakama-tachi
Serial Experiments Lain,"['Dementia', 'Drama', 'Mystery', 'Psychological', 'Sci-Fi', 'Supernatural']",https://myanimelist.net/anime/339/Serial_Experiments_Lain
Nekomonogatari: Kuro,"['Comedy', 'Supernatural', 'Romance', 'Ecchi']",https://myanimelist.net/anime/15689/Nekomonogatari__Kuro
Macross: Do You Remember Love?,"['Action', 'Space', 'Mecha', 'Romance', 'Military', 'Music', 'Sci-Fi']",https://myanimelist.net/anime/1089/Macross__Do_You_Remember_Love
Luo Xiao Hei Zhan Ji (Movie),"['Drama', 'Supernatural']",https://myanimelist.net/anime/40211/Luo_Xiao_Hei_Zhan_Ji_Movie
Karigurashi no Arrietty,['Fantasy'],https://myanimelist.net/anime/7711/Karigurashi_no_Arrietty
Kami nomi zo Shiru Sekai II,"['Comedy', 'Harem', 'Romance', 'Shounen', 'Supernatural']",https://myanimelist.net/anime/10080/Kami_nomi_zo_Shiru_Sekai_II
Hibike! Euphonium,"['Music', 'School', 'Drama']",https://myanimelist.net/anime/27989/Hibike_Euphonium
Darker than Black: Kuro no Keiyakusha Gaiden,"['Action', 'Mystery', 'Sci-Fi', 'Super Power']",https://myanimelist.net/anime/7338/Darker_than_Black__Kuro_no_Keiyakusha_Gaiden
Eyeshield 21,"['Action', 'Sports', 'Comedy', 'Shounen']",https://myanimelist.net/anime/15/Eyeshield_21
Azumanga Daioh,"['Slice of Life', 'Comedy', 'School']",https://myanimelist.net/anime/66/Azumanga_Daioh
Usagi Drop Specials,"['Josei', 'Slice of Life']",https://myanimelist.net/anime/11113/Usagi_Drop_Specials
Tekkon Kinkreet,"['Action', 'Adventure', 'Psychological', 'Supernatural']",https://myanimelist.net/anime/2154/Tekkon_Kinkreet
Ore Monogatari!!,"['Comedy', 'Romance', 'Shoujo']",https://myanimelist.net/anime/28297/Ore_Monogatari
Noragami Aragoto OVA,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Shounen']",https://myanimelist.net/anime/30885/Noragami_Aragoto_OVA
Mobile Suit Gundam: Iron-Blooded Orphans,"['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Space']",https://myanimelist.net/anime/31251/Mobile_Suit_Gundam__Iron-Blooded_Orphans
Little Witch Academia (TV),"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'School']",https://myanimelist.net/anime/33489/Little_Witch_Academia_TV
Kurenai no Buta,"['Action', 'Adventure', 'Comedy', 'Drama', 'Historical', 'Military', 'Romance']",https://myanimelist.net/anime/416/Kurenai_no_Buta
Kobato.,"['Comedy', 'Drama', 'Romance', 'Fantasy']",https://myanimelist.net/anime/5678/Kobato
Hyouge Mono,"['Historical', 'Samurai', 'Seinen']",https://myanimelist.net/anime/9996/Hyouge_Mono
Hikaru no Go: Hokuto Hai e no Michi,"['Game', 'Shounen']",https://myanimelist.net/anime/645/Hikaru_no_Go__Hokuto_Hai_e_no_Michi
High Score Girl,"['Game', 'Comedy', 'Romance', 'School', 'Seinen']",https://myanimelist.net/anime/21877/High_Score_Girl
Full Moon wo Sagashite,"['Music', 'Comedy', 'Supernatural', 'Drama', 'Romance', 'Shoujo']",https://myanimelist.net/anime/122/Full_Moon_wo_Sagashite
Wotaku ni Koi wa Muzukashii,"['Comedy', 'Romance', 'Slice of Life']",https://myanimelist.net/anime/35968/Wotaku_ni_Koi_wa_Muzukashii
Mahou Shoujo Lyrical Nanoha A's,"['Action', 'Comedy', 'Drama', 'Magic', 'Super Power']",https://myanimelist.net/anime/77/Mahou_Shoujo_Lyrical_Nanoha_As
Magi: Sinbad no Bouken (TV),"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen']",https://myanimelist.net/anime/31741/Magi__Sinbad_no_Bouken_TV
Kimi to Boku. 2,"['Comedy', 'Drama', 'Romance', 'School', 'Shounen', 'Slice of Life']",https://myanimelist.net/anime/11739/Kimi_to_Boku_2
Higurashi no Naku Koro ni,"['Mystery', 'Dementia', 'Horror', 'Psychological', 'Supernatural', 'Thriller']",https://myanimelist.net/anime/934/Higurashi_no_Naku_Koro_ni
Kamisama Hajimemashita OVA,"['Comedy', 'Demons', 'Supernatural', 'Romance', 'Fantasy', 'Shoujo']",https://myanimelist.net/anime/18661/Kamisama_Hajimemashita_OVA
Hanamonogatari,"['Mystery', 'Comedy', 'Supernatural']",https://myanimelist.net/anime/21855/Hanamonogatari
Golden Boy,"['Adventure', 'Comedy', 'Ecchi']",https://myanimelist.net/anime/268/Golden_Boy
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,"['Romance', 'Samurai', 'Historical', 'Drama', 'Shounen']",https://myanimelist.net/anime/401/Rurouni_Kenshin__Meiji_Kenkaku_Romantan_-_Seisou-hen
Overlord,"['Action', 'Adventure', 'Fantasy', 'Game', 'Magic', 'Supernatural']",https://myanimelist.net/anime/29803/Overlord
Love Live! The School Idol Movie,"['Music', 'School', 'Slice of Life']",https://myanimelist.net/anime/24997/Love_Live_The_School_Idol_Movie
Log Horizon,"['Action', 'Game', 'Adventure', 'Magic', 'Fantasy']",https://myanimelist.net/anime/17265/Log_Horizon
Junjou Romantica 2,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']",https://myanimelist.net/anime/4814/Junjou_Romantica_2
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,"['Slice of Life', 'Fantasy']",https://myanimelist.net/anime/39468/Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen
Free!: Eternal Summer - Kindan no All Hard!,"['Comedy', 'School', 'Slice of Life']",https://myanimelist.net/anime/26213/Free__Eternal_Summer_-_Kindan_no_All_Hard
Carole & Tuesday,"['Drama', 'Music', 'Sci-Fi']",https://myanimelist.net/anime/37435/Carole___Tuesday
Zetsuen no Tempest,"['Action', 'Mystery', 'Psychological', 'Drama', 'Magic', 'Fantasy', 'Shounen']",https://myanimelist.net/anime/14075/Zetsuen_no_Tempest
Tamako Love Story,"['Comedy', 'Romance', 'Slice of Life']",https://myanimelist.net/anime/21647/Tamako_Love_Story
Omae Umasou da na,"['Action', 'Adventure', 'Fantasy', 'Kids']",https://myanimelist.net/anime/9204/Omae_Umasou_da_na
Phantom: Requiem for the Phantom,"['Action', 'Drama', 'Seinen', 'Thriller']",https://myanimelist.net/anime/5682/Phantom__Requiem_for_the_Phantom
Nurarihyon no Mago: Sennen Makyou,"['Action', 'Demons', 'Shounen', 'Supernatural']",https://myanimelist.net/anime/10049/Nurarihyon_no_Mago__Sennen_Makyou
Kara no Kyoukai: Mirai Fukuin,"['Drama', 'Mystery', 'Seinen', 'Supernatural']",https://myanimelist.net/anime/14807/Kara_no_Kyoukai__Mirai_Fukuin
Kanon (2006),"['Slice of Life', 'Supernatural', 'Drama', 'Romance']",https://myanimelist.net/anime/1530/Kanon_2006
Girls & Panzer: Saishuushou Part 1,"['Military', 'School']",https://myanimelist.net/anime/33970/Girls___Panzer__Saishuushou_Part_1
Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,"['Action', 'Sci-Fi', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Mecha', 'Shounen']",https://myanimelist.net/anime/2951/Gintama__Nanigoto_mo_Saiyo_ga_Kanjin_nano_de_Tasho_Senobisuru_Kurai_ga_Choudoyoi
Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,"['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']",https://myanimelist.net/anime/3016/Ginga_Eiyuu_Densetsu__Arata_Naru_Tatakai_no_Overture
FLCL,"['Action', 'Sci-Fi', 'Comedy', 'Parody', 'Dementia', 'Psychological', 'Mecha']",https://myanimelist.net/anime/227/FLCL
Code Geass: Hangyaku no Lelouch I - Koudou,"['Action', 'Military', 'Sci-Fi', 'Super Power', 'Mecha', 'School']",https://myanimelist.net/anime/34438/Code_Geass__Hangyaku_no_Lelouch_I_-_Koudou
"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen","['Drama', 'Romance', 'School', 'Slice of Life']",https://myanimelist.net/anime/4059/Clannad__Mou_Hitotsu_no_Sekai_Tomoyo-hen
Aria The OVA: Arietta,"['Fantasy', 'Sci-Fi', 'Shounen', 'Slice of Life']",https://myanimelist.net/anime/2563/Aria_The_OVA__Arietta
